"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","y"
-14.6988302497459,2.36971007713645,1.08926700934961,-1.26202956765241,-15.6500824440757,-16.6659970741006,15.9098525644606,-11.1210445777021,18.2758204511765,-2.40507496167225,39.3519675038607,1.531487573767,15.4300692646252,16.9153947279865,33.9569331502074,-3.78235033422991,-12.9114833076183,54.4418250293468,-2.88494593464213,8.23690524033562,3.39418372399475,-5.42181736637324,15.2332907932001,-3.48440461340648,2.75522332220986,9.76638564379298,6.41956033676002,6.61897286785198,15.1718494274328,1.92677297477161,1
-8.45745073613222,2.18271210761338,0.972359958063164,-4.25528915248362,-11.5243915569505,-4.84339895443676,9.55796439328973,-10.1459207884433,6.65570989162862,-2.82115569329429,10.7967960829894,1.20565160120811,23.4118296590275,6.12166566354958,6.90994823576685,1.87011802841422,-10.3856003600748,28.7790372302275,-5.95856358032222,-7.513425842682,6.39451682085987,-5.39885733441257,20.3426474073491,-5.39505433628386,2.81666789290853,14.932126939922,9.13402778919545,4.82677526660767,12.077633860331,3.39737450896237,0
-6.54151717857167,1.26389239590314,-0.494469033915017,-2.56207214948233,-8.97940987567372,-23.6322450595345,15.7409198982901,-4.4609164137302,-16.5284123107865,-3.90128515747754,8.28796529327406,-0.62609659057623,2.67898480906215,2.94568008694174,-1.34947000196786,5.21714056003669,-13.1829743959786,4.05234095106796,0.272781852977487,-7.68954950745316,-4.8190108028516,-5.33978149231115,10.8594010946652,-2.09555536432916,2.94559455024638,14.7785878812901,2.71156389168474,-0.0909578657456667,-5.46750854964299,3.08864083630084,0
-18.1398395979713,1.56954517347437,-3.28671746980891,-4.25504541702481,-16.1466868631504,-25.8931261386419,12.0059629623738,-2.22801687850447,5.85315123337542,-2.95183101083675,-2.39918288936448,-2.39734661690387,10.6174152473045,21.0141996291652,38.767072426,-9.85502024352548,-14.5816310986072,27.4770762653165,5.91023576315428,13.3512034277812,-5.79525171716547,-5.65244575948767,-8.67489205472753,-9.66512268911904,8.87676627052896,22.335086126119,10.1946271463415,2.72071014231077,-1.78733147941579,-0.291130558764375,0
-12.5009572392498,2.31363172968375,5.22713844078366,2.58671789012723,-15.0222129340359,-3.1057263408329,18.0703138410535,-7.74519726784821,0.300133431970355,-3.36445752754308,34.5667346136941,-1.29809358294599,23.7155859627064,8.25889424377898,-11.0676576289782,-18.1100559512916,-11.2158106775265,-17.9878862430171,1.36594307959814,-17.5334946498276,-0.966188016511565,-5.55159429040754,13.1953684931813,-5.08981807503556,12.3627424501029,22.6247957338143,4.40747091981455,3.02227382532364,-1.7058877041029,6.65021675910838,0
-15.530389885224,2.34938548672197,9.24824983583823,-3.4940024363506,-10.3916904465948,-10.4107292945197,18.6208337003042,-6.71861926035507,24.8644074278148,-2.2153488206853,29.2287229302013,-0.440812923205156,14.4002531506114,10.5178445446246,-19.6446700977503,-26.6433812590095,-13.2914403224998,-1.54508233510417,3.14030525279131,21.5644899951288,-17.317515510771,-4.80370893093039,5.00754654270978,-3.48103860783424,-0.566163790686638,23.1680600566235,1.42095990698646,0.904088403090107,-1.16900179946219,-11.7573774353581,0
-15.214342960955,1.57873696424272,-1.53528636128438,-2.95007148863423,-12.8460662791908,-8.93842616081345,13.2018485321155,-13.9074697453793,0.843139124981501,-3.44240470777957,-6.32911102662546,-0.120107525464373,21.6868644387944,16.3285023094418,-35.1100799392858,-18.4066105230409,-11.9992140486208,17.7550280895627,-7.26442934602705,11.318692684675,4.81464734330885,-5.47662810853885,5.57157566664989,-6.28054790160043,10.3791285039423,15.8580921225825,-5.73946920244799,3.70578801999926,0.617182436431743,9.0341545457574,0
-11.9307061344469,0.660916913535543,1.37707388523679,-2.07368335438925,-8.0449558002643,-5.51355563049749,16.0236112789893,-1.64767558824133,10.4606665939356,-3.06914761730063,45.345859419452,0.492239764360245,25.7513670264778,-1.85379640977753,-38.6178896061535,-22.2571126887662,-9.3997397474528,-33.7235679427326,-13.2908153687624,40.3048350605364,-3.614684447408,-5.24764115799362,21.8399202237562,-5.64409444390396,6.23777379504749,23.9949802876001,19.1786801343693,-1.01594880677046,-2.11383465326453,11.5990772885111,0
-16.4429904076267,3.31107843531485,-2.81345439619354,-0.625704848636698,-5.96954688643727,-12.136415798941,12.300006142758,-0.997895129889552,26.0935287394149,-1.48456531222959,5.43137081456682,-1.58735889932489,30.9431938037314,13.5299642051077,-17.2302883697935,-17.1295423864059,-12.8185253737089,-14.1026120506981,15.8652178109764,32.7387875429438,-11.8285250700335,-5.4425967836567,-3.09776515488361,-5.10404299863922,6.74358611222515,30.7777925086352,3.18808265242262,5.26382816060125,29.5317265500375,5.24059914726723,0
-19.2110357706988,2.28160885447237,-3.61828723873086,-0.420644841767492,-8.50988502215655,-7.46256236204864,17.0518935061759,0.986753741212986,7.72455632921252,-2.59982356094277,10.6987257327054,1.2771856111854,19.5121725418781,16.032406359395,16.4310508388289,-10.2893137431026,-11.6638900802416,-14.3309232425498,0.123174020652194,6.85489793413194,-17.2404175600644,-5.75087613066924,24.9268208957475,-5.58859835663782,1.41460072947854,17.0860717776841,12.6675777496865,2.88182855910448,9.20651604638384,5.02936097492383,0
